Month,Wind speed,Wind direction,Sun,Cloud cover,Chances of rain
4,17,2,72,26,18
3,20,4,95,59,63
2,79,1,14,98,62
3,34,1,54,75,40
2,46,4,41,96,54
1,6,3,71,50,60
1,39,3,31,98,67
2,29,2,69,43,27
3,23,2,86,63,38
3,79,4,90,67,28
4,25,4,44,25,52
7,53,4,48,62,64
10,70,1,59,50,70
3,49,2,38,27,70
2,64,1,17,93,78
7,7,2,65,42,70
4,3,2,67,87,19
3,34,2,99,87,30
10,36,1,28,27,88
4,66,1,96,89,43
2,30,2,99,69,59
5,52,3,74,88,89
6,63,4,35,40,12
9,1,1,79,39,59
4,7,1,57,25,74
1,74,4,61,78,41
10,4,2,66,60,50
7,25,1,57,56,64
10,75,2,53,77,58
11,74,2,58,80,32
12,77,4,99,49,85
5,16,2,25,75,80
11,31,4,77,84,49
7,25,3,42,81,35
7,26,1,33,52,37
9,53,1,64,94,75
7,11,2,22,57,15
10,30,1,11,86,67
4,24,1,97,73,31
9,71,3,62,94,38
4,37,1,31,21,31
10,48,1,57,91,87
11,37,2,70,20,41
7,40,2,60,44,35
12,3,1,46,57,19
1,35,3,46,58,61
2,15,1,19,95,22
5,37,4,25,53,88
4,77,3,77,76,44
3,59,3,83,72,18
3,54,1,30,24,19
11,62,2,95,23,34
9,27,1,68,62,81
9,26,4,44,88,88
9,66,2,17,93,60
8,6,2,36,44,38
10,40,1,35,73,20
1,73,4,59,44,68
1,31,1,68,39,22
6,51,1,84,68,21
4,43,2,59,74,60
3,33,3,94,25,20
12,55,1,98,68,11
10,32,2,12,94,19
7,31,1,68,62,53
8,26,2,17,57,19
6,24,3,83,67,17
8,49,1,48,46,78
11,80,4,71,75,68
2,18,1,18,95,47
7,50,1,22,70,63
8,25,2,84,93,44
9,63,4,19,73,21
12,27,4,53,56,22
11,38,2,14,27,59
5,12,2,78,99,44
12,72,1,92,93,25
9,65,2,14,99,43
1,59,1,60,73,16
2,17,1,59,87,25
2,65,3,41,48,77
12,40,3,43,36,13
2,47,4,96,81,22
8,1,3,65,94,83
5,13,4,68,85,37
4,77,3,41,48,53
2,58,3,25,98,18
4,57,3,51,48,42
10,78,3,87,64,79
4,55,4,76,59,40
9,32,2,53,65,24
11,54,3,17,89,75
1,40,1,78,43,23
7,2,4,57,45,46
3,26,4,98,60,19
11,19,1,57,78,31
9,17,2,39,37,64
4,3,4,84,82,81
3,20,2,33,40,32
3,3,1,12,53,13
5,3,4,96,86,33
10,56,4,80,87,15
5,30,2,43,31,83
2,77,4,49,33,58
3,67,1,13,55,54
9,1,2,57,49,32
12,11,1,73,29,75
8,79,1,10,89,27
11,62,2,42,43,89
9,68,1,35,34,61
10,32,2,43,44,55
6,55,4,26,65,17
3,18,3,71,86,34
2,10,3,81,61,90
9,54,1,60,79,29
4,23,1,49,78,74
12,22,4,98,20,11
7,60,2,89,90,68
12,43,2,25,94,85
9,30,2,99,38,21
11,22,2,10,73,60
3,68,1,86,70,50
2,6,3,17,43,80
4,60,4,68,35,64
8,20,3,85,30,18
11,44,3,64,94,61
10,36,4,59,42,57
3,79,3,55,92,76
6,0,3,15,80,67
10,12,2,56,66,28
3,73,1,22,99,34
5,35,2,73,60,70
1,48,4,81,91,67
6,24,3,51,81,67
4,11,4,47,52,29
10,0,1,29,38,75
10,18,4,86,24,20
12,48,1,59,79,17
10,42,4,17,59,64
7,4,1,75,41,80
5,80,3,99,47,75
5,14,4,41,44,10
6,41,4,72,49,53
3,22,4,73,97,30
11,5,4,88,98,32
2,31,3,56,93,89
10,39,4,83,61,70
10,14,3,87,79,29
2,18,3,51,99,75
12,28,2,63,32,71
2,10,2,63,32,22
3,35,2,99,44,74
4,50,4,21,82,14
5,63,4,89,99,20
6,14,1,12,61,67
10,48,4,68,74,73
3,57,1,94,84,20
4,48,2,85,76,42
7,28,3,10,76,74
1,20,3,69,26,13
12,60,1,60,78,35
3,17,3,20,27,60
11,66,4,91,89,28
8,29,1,36,48,25
1,60,1,56,29,86
11,65,2,58,36,51
11,53,4,59,80,48
1,72,4,38,75,32
4,41,4,80,77,62
6,71,4,14,68,56
10,74,3,39,99,18
2,24,1,99,37,64
1,47,3,51,71,90
8,56,2,24,92,49
2,12,1,47,21,49
5,30,3,38,34,29
10,47,2,89,31,42
1,78,2,99,24,79
11,7,1,44,27,16
9,29,3,50,67,83
7,42,1,56,77,80
1,5,4,63,69,59
6,53,4,44,65,62
11,6,3,22,53,17
4,39,4,52,89,33
3,3,2,10,44,71
10,4,1,42,89,20
12,42,1,27,84,53
5,78,1,93,47,61
6,1,2,78,69,42
11,12,3,24,95,29
3,12,2,81,44,52
9,54,3,100,96,18
6,39,4,78,77,57
3,42,3,27,74,43
2,27,3,46,49,90
12,76,1,61,24,51
10,46,2,92,86,73
4,51,3,77,30,59
7,65,4,65,58,53
1,61,2,90,40,36
2,50,1,98,67,33
6,41,4,36,20,69
9,50,1,29,95,82
2,3,4,43,78,89
1,77,4,29,66,44
4,26,4,66,34,89
9,32,3,71,84,53
11,43,4,47,77,58
3,57,1,39,43,20
7,63,4,95,29,59
2,58,3,21,36,65
5,6,2,46,56,44
4,65,3,41,29,29
1,12,3,58,100,28
8,21,4,20,43,54
10,41,3,21,21,15
6,71,4,11,27,56
2,79,3,13,53,89
7,78,1,30,50,57
10,40,2,64,42,67
10,58,3,26,88,36
2,40,2,16,27,44
9,44,3,65,76,29
6,27,4,81,54,13
9,73,1,70,71,71
6,58,2,34,49,47
5,2,2,81,88,30
9,80,4,31,89,17
8,78,4,36,50,66
7,8,3,25,58,32
6,70,1,72,73,79
8,72,2,56,22,53
3,78,4,83,32,23
1,41,4,65,79,25
6,49,4,45,68,76
4,51,3,39,59,71
1,1,3,88,46,89
7,76,2,48,71,35
3,1,1,59,40,68
11,7,2,56,83,46
1,21,1,72,38,20
2,80,2,65,60,77
9,68,1,61,98,34
3,7,4,72,31,57
3,49,2,19,46,77
4,76,1,68,98,62
2,26,2,98,51,12
6,27,1,55,49,82
12,33,2,75,45,53
11,33,2,69,97,89
1,26,1,55,92,57
9,27,3,39,92,35
9,75,1,69,53,78
5,40,3,26,83,76
7,11,1,50,26,75
5,56,2,85,88,81
11,19,2,69,20,41
11,0,3,94,41,74
6,40,4,71,35,79
12,32,1,11,66,56
9,63,2,23,44,80
2,10,2,10,55,38
12,72,3,56,56,19
10,74,2,35,56,85
3,69,4,28,48,90
6,59,1,47,77,86
6,34,3,86,42,33
5,32,3,59,100,63
11,3,2,62,78,59
8,79,2,42,45,55
6,44,2,40,76,27
7,78,4,89,88,63
4,79,3,65,87,86
5,13,1,22,60,88
9,45,3,81,75,35
9,18,4,40,75,65
11,13,2,91,58,15
4,4,3,15,97,14
12,24,1,68,28,23
3,0,3,40,68,66
12,21,4,42,92,88
1,1,3,98,50,71
8,52,4,18,78,24
5,55,2,47,63,26
6,61,1,52,75,84
5,52,3,28,42,59
3,65,3,67,40,54
5,27,4,60,97,48
4,63,3,50,85,58
6,13,1,14,51,59
8,9,4,71,44,86
8,29,2,59,33,84
11,51,4,64,29,35
7,13,3,42,87,57
6,14,1,96,92,43
4,38,2,76,61,35
12,76,3,11,50,19
10,80,4,27,90,80
2,18,2,75,41,52
4,63,1,82,68,22
4,7,4,21,51,26
10,78,3,41,75,52
9,22,4,21,63,41
10,73,3,59,95,67
1,10,3,50,30,11
7,9,2,21,83,90
7,10,3,56,25,76
4,59,4,18,44,34
3,26,2,97,54,25
1,3,2,99,37,82
3,30,1,86,99,11
1,21,2,41,50,22
7,58,4,86,78,54
3,47,4,85,48,60
4,7,2,59,35,37
8,54,3,88,34,67
5,70,4,48,69,79
7,3,3,97,70,22
3,60,4,74,57,17
12,70,1,34,25,70
8,10,4,69,67,45
9,21,3,67,82,25
6,77,2,44,46,64
3,51,1,45,50,66
9,70,3,63,51,53
7,52,3,81,92,68
4,22,1,78,82,87
11,34,2,15,44,65
6,61,1,58,45,15
10,23,1,44,70,19
3,53,3,61,26,38
11,73,3,84,41,54
5,54,2,95,90,55
3,20,2,60,59,82
8,77,3,70,28,50
3,21,4,10,91,50
12,2,4,60,80,46
7,54,2,91,35,24
10,76,4,24,50,60
10,6,2,65,40,39
9,48,3,64,76,43
3,37,2,70,94,47
7,71,3,100,42,83
4,17,3,65,58,67
9,12,3,25,31,27
9,67,1,20,71,21
1,43,1,13,33,38
8,10,3,11,88,66
12,62,4,45,93,52
4,61,1,79,31,56
7,70,3,18,43,68
11,25,4,25,21,74
4,78,2,48,56,78
7,48,3,15,23,83
10,18,3,92,63,85
2,43,2,95,83,24
6,13,4,27,37,15
12,67,4,99,58,78
10,27,1,15,66,58
8,15,3,65,87,31
6,44,4,19,30,48
7,20,3,61,92,70
5,10,4,84,48,71
6,22,1,58,32,88
4,22,4,61,31,77
7,51,3,58,51,29
2,27,2,78,49,60
2,78,3,93,23,84
2,28,1,27,47,85
7,65,1,39,55,46
7,19,1,33,34,26
9,54,3,61,78,77
12,47,1,87,56,47
8,42,1,36,31,43
10,18,2,60,29,69
8,45,3,35,60,48
12,74,4,12,75,39
5,73,3,77,52,55
3,73,2,66,56,65
5,76,2,55,49,57
3,67,4,36,46,75
7,40,1,77,80,39
10,3,1,91,31,24
1,67,1,38,31,21
8,74,3,43,73,27
2,75,2,45,23,89
8,47,1,70,27,65
5,17,3,96,68,87
10,22,4,87,43,30
12,7,1,75,55,39
1,48,3,29,73,85
6,18,1,81,90,83
1,80,2,85,82,60
3,3,1,75,33,32
11,58,3,100,96,58
5,23,1,30,86,57
11,3,1,62,98,62
11,39,1,43,79,66
4,40,2,80,69,17
8,60,4,80,44,52
5,58,3,58,94,57
10,18,4,15,86,10
4,68,1,100,45,29
11,77,4,12,67,16
10,37,3,14,45,84
3,59,3,97,30,20
5,76,3,24,89,17
12,11,4,39,81,68
6,31,1,94,45,17
7,74,4,50,88,51
9,17,3,71,80,13
7,34,1,34,60,58
6,5,3,58,53,79
8,12,3,56,91,42
2,75,4,26,90,49
11,28,1,47,70,45
6,66,2,77,86,34
8,18,2,11,51,39
2,72,3,26,45,37
2,24,3,49,36,79
6,8,4,89,77,60
10,33,3,60,81,77
7,50,1,42,49,44
12,70,4,79,38,69
5,7,3,63,32,16
8,71,3,46,21,50
4,80,1,72,65,19
10,15,1,15,96,72
2,79,4,69,67,86
4,1,3,31,75,35
10,76,4,96,44,66
2,49,3,29,22,61
3,65,4,23,45,65
9,6,4,93,89,22
6,75,3,99,25,71
3,40,1,71,48,59
12,11,4,32,26,58
8,33,1,34,45,18
8,15,1,92,24,30
10,80,4,52,72,12
3,56,4,41,25,30
12,78,2,11,66,79
8,45,1,19,83,62
8,2,3,88,89,58
1,13,1,45,46,11
10,25,2,76,74,33
6,5,2,95,33,23
1,24,4,15,75,33
6,67,2,100,41,39
6,65,4,59,95,37
5,22,2,77,81,11
5,18,3,34,48,57
6,67,2,55,28,29
6,61,4,40,61,50
2,21,1,50,89,71
1,35,2,64,27,56
11,29,1,60,28,85
12,39,2,64,52,28
7,1,2,30,22,71
5,29,3,70,37,51
10,26,2,96,48,30
10,38,3,77,30,39
9,17,4,20,74,61
4,52,1,76,50,20
8,48,3,56,81,42
8,5,3,73,23,45
12,4,4,26,91,12
7,45,4,39,34,22
5,59,4,97,67,19
10,47,4,54,44,79
11,62,3,21,88,52
1,40,4,77,93,84
9,72,3,17,77,76
2,34,2,69,80,80
4,35,2,95,76,88
8,31,4,27,88,67
8,22,2,38,76,55
8,3,2,60,22,48
12,3,1,73,41,12
5,26,4,10,98,40
8,20,3,38,24,61
11,38,3,83,24,34
4,67,4,35,80,59
10,12,1,79,95,17
11,34,3,60,70,57
12,41,4,17,71,30
8,51,1,24,59,49
10,36,4,39,98,27
1,41,4,91,80,11
11,77,4,36,27,27
7,39,2,33,97,19
2,3,1,89,89,71
10,56,4,75,72,52
6,11,3,16,74,45
4,8,1,96,99,84
7,5,4,77,24,53
5,11,4,14,51,61
6,31,4,94,44,85
8,49,1,53,63,75
3,46,4,27,53,44
2,3,3,79,83,70
3,24,1,26,73,11
8,55,2,97,82,12
3,35,1,14,91,17
4,23,3,92,31,86
4,30,3,13,34,60
9,10,4,22,97,84
1,66,1,50,26,24
9,26,4,68,46,52
2,4,2,36,76,89
12,18,2,88,59,90
9,66,4,36,36,70
11,11,2,43,72,51
5,37,3,87,87,75
2,21,4,10,86,74
7,9,2,88,63,35
10,49,3,65,78,24
7,53,3,25,94,89
7,75,2,95,95,46
6,41,1,57,56,78
10,80,4,27,40,76
5,74,3,13,52,83
3,61,1,52,29,66
10,19,2,32,77,23
9,79,1,56,82,59
3,30,4,26,81,14
9,21,1,14,40,62
5,27,3,52,51,51
9,33,4,75,39,24
1,34,2,42,43,70
4,33,2,17,87,45
1,35,3,92,20,88
12,3,1,71,41,36
4,71,3,94,63,90
10,51,1,13,44,38
6,46,2,10,97,12
12,17,2,28,41,51
4,61,4,21,41,52
7,32,1,82,24,70
3,46,1,55,22,34
7,51,2,12,36,52
12,14,1,85,65,51
5,41,2,86,68,49
3,33,1,49,77,65
2,32,3,11,99,64
7,29,3,82,93,89
3,64,2,76,31,83
5,5,2,29,82,23
11,60,3,21,52,85
9,47,4,75,37,27
10,46,2,24,65,76
3,74,4,11,87,44
3,38,4,16,43,48
5,77,4,25,89,47
6,50,3,82,63,58
10,31,4,19,23,25
2,26,4,25,49,10
8,8,4,89,40,51
9,6,1,98,61,64
8,17,1,89,36,34
12,72,1,74,95,47
7,49,2,63,50,29
11,53,3,56,22,49
2,60,4,26,69,60
4,25,1,61,41,23
11,54,1,61,86,44
9,69,3,78,77,64
3,39,1,66,31,74
7,4,1,60,43,64
8,57,1,59,67,36
11,78,2,17,75,51
12,54,3,91,57,63
9,19,3,15,99,39
8,63,3,67,61,88
3,31,1,62,52,45
1,25,2,80,83,74
5,11,3,80,73,25
1,14,1,60,69,84
8,17,3,75,26,71
12,9,3,76,49,62
3,35,4,95,71,35
2,78,4,25,79,16
10,13,4,71,58,50
10,25,3,49,53,51
1,35,3,47,20,16
8,23,1,88,99,46
1,35,4,57,56,89
6,39,3,66,47,12
1,51,1,34,97,38
12,74,1,59,28,47
2,65,2,72,77,24
10,44,1,33,84,90
7,29,1,50,35,64
5,72,1,80,73,83
4,7,1,87,65,63
5,5,3,89,77,53
11,26,4,100,82,38
10,77,1,49,34,76
8,60,1,85,82,89
2,32,3,91,25,19
2,42,1,17,91,37
3,49,2,29,39,65
8,41,2,53,63,90
1,28,1,27,30,90
6,24,3,17,68,64
4,78,1,19,38,42
12,0,2,10,81,74
8,20,3,44,24,16
1,48,2,92,36,52
11,44,3,61,53,49
7,75,4,96,49,16
5,52,1,70,54,55
3,49,2,96,85,37
10,18,4,95,51,64
2,49,1,44,72,81
1,23,2,78,69,34
6,9,1,69,24,50
12,75,3,82,22,23
6,64,4,52,76,87
5,34,2,30,94,12
2,62,2,39,55,51
5,58,2,68,20,90
9,64,3,15,30,69
3,43,1,86,30,49
3,50,1,82,67,74
6,22,2,77,77,74
7,51,3,16,82,34
6,16,3,74,43,28
10,58,1,96,29,90
8,42,2,34,31,41
8,78,1,29,72,39
3,66,3,71,21,52
11,35,1,42,88,90
10,71,4,68,45,53
12,25,2,21,63,63
9,42,2,71,91,75
6,71,2,28,59,59
2,6,2,86,99,61
9,66,3,82,44,15
5,54,3,49,88,72
6,41,2,67,59,14
2,58,4,14,36,68
12,32,2,34,43,87
4,2,1,86,20,51
6,17,3,50,60,18
7,38,3,52,34,63
10,28,3,43,84,44
2,54,1,50,23,84
6,71,4,51,30,37
5,17,4,18,25,33
1,39,2,71,56,31
5,66,3,40,22,61
1,36,1,100,51,14
4,14,4,23,40,60
1,14,1,82,31,40
5,10,1,18,79,74
5,25,4,95,47,15
5,57,1,62,36,38
11,24,4,21,89,75
5,42,2,83,68,17
6,51,1,84,55,11
1,54,2,28,97,69
5,80,2,31,78,52
11,75,2,73,46,88
4,18,3,22,97,10
2,69,3,100,25,58
11,46,3,81,29,39
1,3,4,79,67,60
8,36,4,62,78,33
2,40,2,27,53,76
8,69,2,15,42,71
8,26,3,43,92,35
8,47,4,32,88,28
10,0,4,46,87,64
4,58,2,88,27,76
10,9,2,10,80,72
1,32,2,36,30,72
4,14,3,65,64,69
5,30,3,81,36,47
9,64,2,82,32,27
8,76,1,85,39,23
12,41,3,98,53,82
1,27,1,46,57,77
8,44,4,33,93,63
10,37,3,30,25,28
4,62,3,99,100,32
5,2,4,100,37,69
6,67,1,68,65,48
12,71,3,32,33,38
3,9,2,42,41,72
1,68,1,36,59,44
9,1,2,88,38,40
10,29,4,36,29,41
3,51,2,31,28,33
7,16,4,58,46,11
7,51,1,74,82,56
10,62,2,14,59,85
7,27,4,53,92,27
4,33,2,96,52,74
12,9,1,23,46,64
11,6,2,13,34,77
6,50,3,12,54,30
10,52,1,17,92,35
9,76,1,40,82,19
9,13,1,15,43,27
9,52,4,48,21,18
12,80,1,72,72,74
7,39,1,78,81,82
3,58,2,45,100,56
9,18,3,13,75,58
4,13,2,42,81,41
3,22,2,66,35,17
10,39,2,69,56,79
11,46,4,40,48,80
8,11,3,99,36,60
11,79,3,43,48,89
7,31,4,83,55,67
9,49,3,37,37,68
7,15,4,46,42,12
10,26,4,92,39,17
11,77,2,72,45,90
7,75,2,10,34,20
9,59,3,76,77,88
1,56,4,67,99,86
5,26,4,91,63,50
10,39,3,18,83,69
2,56,2,68,72,36
8,63,4,52,36,52
2,29,3,82,45,76
11,11,2,91,59,26
9,22,4,44,45,73
10,70,3,17,26,51
8,25,4,29,85,42
3,5,3,63,72,12
10,23,2,32,82,24
2,57,4,80,63,79
7,45,2,96,42,49
1,1,1,19,64,14
3,74,4,37,68,49
1,17,2,22,81,74
3,13,4,97,85,88
5,48,2,63,58,82
3,27,2,57,36,56
3,18,4,91,71,14
4,70,2,67,87,44
12,67,2,53,50,64
10,12,2,90,87,68
3,35,4,35,70,86
5,7,1,84,42,24
9,66,2,33,51,74
2,67,2,100,61,77
1,66,2,69,68,65
2,22,2,95,44,62
3,63,4,45,63,48
1,15,1,31,46,13
6,70,4,44,62,30
1,39,2,87,28,35
12,60,3,60,52,17
7,8,1,89,77,31
9,25,2,59,30,49
11,67,4,24,35,52
2,40,2,47,42,52
8,0,1,89,70,31
12,27,3,33,82,62
10,49,1,26,42,24
11,16,4,65,46,11
9,70,4,23,33,47
5,7,2,56,84,70
1,40,4,25,62,35
5,4,2,67,96,78
7,74,1,23,56,39
11,36,3,91,51,62
4,34,3,94,70,66
6,43,1,68,25,33
1,16,1,58,55,13
10,74,4,25,26,57
2,4,3,96,38,31
6,40,1,48,50,88
12,48,2,58,71,56
3,61,1,55,23,50
4,56,3,64,46,15
3,62,4,21,69,68
11,15,3,62,58,11
11,26,1,94,37,54
5,69,4,14,47,65
11,49,4,99,33,12
12,71,1,87,73,83
12,58,2,48,28,77
7,53,4,98,63,51
3,7,1,60,33,19
9,22,2,61,83,32
3,38,3,37,64,77
5,27,3,72,59,17
4,63,4,25,57,37
7,46,4,31,92,79
6,17,3,88,24,22
3,33,1,81,44,79
6,43,4,100,89,41
7,3,3,39,66,11
10,67,4,34,79,26
2,36,4,90,84,65
8,40,1,91,28,78
4,23,3,70,57,17
4,45,2,100,37,44
3,12,4,78,58,36
8,51,3,81,73,25
12,62,1,80,99,46
4,9,4,81,87,35
1,71,2,42,83,52
4,5,2,27,22,18
9,49,4,37,89,68
9,8,3,51,92,73
6,44,3,98,65,74
8,62,3,100,62,47
7,47,3,52,52,63
8,20,4,18,52,67
6,12,4,24,43,83
7,49,2,49,70,20
10,14,3,26,87,82
5,60,3,59,76,86
4,69,2,49,100,30
3,63,2,86,87,30
6,23,2,82,40,89
12,7,3,45,85,41
5,57,1,79,20,66
11,66,2,56,54,11
3,2,3,37,68,12
8,18,3,16,32,85
7,66,2,94,35,24
2,44,3,62,63,64
2,63,1,30,74,89
4,47,1,39,40,21
1,19,1,13,83,90
3,47,3,63,53,44
2,16,2,71,92,30
4,72,1,96,75,61
4,63,4,81,88,76
11,2,3,15,67,47
10,0,2,64,42,35
11,12,4,47,41,55
12,30,4,19,47,82
9,22,2,93,98,32
10,36,1,89,64,39
3,55,1,97,37,87
2,4,3,67,44,58
5,71,1,79,64,39
11,68,4,16,59,75
1,34,1,81,97,50
3,79,4,74,65,10
8,69,2,50,49,10
9,77,3,69,33,84
7,33,2,60,28,31
9,41,4,73,85,19
9,47,1,72,86,45
12,69,4,23,36,45
10,33,2,97,57,48
2,27,4,63,96,86
5,3,1,83,75,62
4,70,1,38,67,82
6,60,3,53,26,19
10,47,3,87,76,60
1,72,3,65,58,38
11,51,4,41,22,61
7,43,1,34,64,79
3,29,3,16,39,46
5,7,4,100,50,75
3,21,2,20,28,60
3,58,4,60,90,75
3,48,2,99,23,16
7,22,1,83,85,41
7,7,1,58,89,35
4,4,4,95,92,12
5,76,4,95,81,31
12,27,2,28,26,78
4,71,2,54,75,76
6,52,2,25,83,17
7,21,4,57,60,47
4,79,3,27,32,10
1,49,2,58,88,22
8,0,2,19,69,20
7,51,3,32,64,20
5,25,1,84,39,46
8,15,2,30,47,57
6,36,4,28,67,26
9,17,4,60,34,42
4,68,4,40,61,89
2,18,1,17,26,31
12,46,1,47,56,82
7,1,3,59,74,54
10,54,2,89,72,40
1,70,1,68,43,49
6,63,1,29,74,40
4,29,1,86,81,77
12,22,1,30,42,57
4,12,4,14,92,84
1,26,1,62,97,20
1,15,3,40,76,84
3,46,2,57,56,90
7,17,1,19,50,32
12,67,4,25,28,75
2,60,3,68,74,67
2,78,2,72,99,25
11,26,1,75,69,83
9,61,4,26,70,70
12,79,1,59,74,64
10,59,2,30,68,35
12,11,4,22,60,56
7,41,3,77,45,73
1,35,1,74,74,76
10,16,1,47,25,43
2,24,1,23,88,79
3,65,1,38,66,42
9,60,2,13,55,77
6,52,1,37,23,77
2,79,4,66,91,21
9,23,3,33,68,78
2,33,1,59,91,72
9,39,1,45,30,44
1,30,4,34,47,81
9,7,3,68,98,34
10,45,3,97,63,69
12,29,4,65,56,48
10,71,2,54,24,39
4,76,3,69,86,56
1,63,2,95,77,56
12,76,2,62,60,64
7,43,3,56,40,53
2,74,4,10,77,86
2,9,3,38,82,58
11,24,4,75,60,64
11,11,2,60,37,81
11,68,2,41,62,21
6,21,3,74,54,13
9,44,1,76,23,74
2,71,1,77,91,12
2,79,3,99,86,26
12,25,3,20,42,12
6,1,4,21,75,65
9,20,4,28,93,53
6,22,2,60,99,73
9,23,2,63,59,32
3,28,1,98,24,60
9,17,3,77,54,38
7,1,1,55,27,27
12,19,4,88,31,27
6,43,3,14,39,54
5,36,1,27,37,88
12,34,3,96,41,57
12,69,4,45,59,35
10,14,3,13,45,29
4,57,1,61,44,19
2,40,3,19,84,44
3,28,3,24,68,69
12,35,1,76,64,56
10,52,1,67,47,22
2,32,1,33,45,44
6,58,1,56,96,19
8,80,2,52,80,18
8,7,2,34,36,24
8,37,1,35,74,84
5,53,4,14,27,37
5,14,2,18,73,25
10,3,2,86,82,12
6,68,4,20,46,29
11,80,2,21,71,74
8,52,4,43,31,43
10,55,4,68,78,71
8,31,3,54,83,71
11,2,3,14,24,76
5,64,1,84,91,67
5,76,1,31,54,48
9,67,3,37,70,66
7,38,4,99,51,89
2,71,2,40,51,42
1,50,2,15,28,18
4,56,3,49,84,11
4,35,2,98,44,28
9,56,4,74,76,33
2,60,3,15,34,24
12,21,3,17,94,88
1,27,2,91,52,41
8,17,1,65,100,42
8,19,2,99,96,81
5,0,2,82,93,82
3,1,2,43,100,80
11,50,1,93,83,77
4,8,4,59,87,90
4,39,2,45,94,86
1,31,1,94,50,32
1,60,3,95,87,46
6,36,2,29,68,26
8,13,1,17,53,53
6,39,4,46,65,39
6,47,1,83,75,86
3,24,1,70,57,11
10,51,3,19,94,47
8,30,3,59,34,39
10,29,4,90,67,76
8,5,3,22,71,58
9,63,4,41,25,20
12,26,4,62,58,27
12,21,4,50,68,12
12,56,4,92,75,51
7,56,3,45,21,73
12,0,3,75,57,62
3,61,1,33,91,82
12,76,2,35,29,30
4,79,4,78,77,41
8,23,1,100,66,48
1,39,4,37,53,47
12,58,2,81,66,10
8,64,2,31,52,14
1,74,2,87,49,22
8,4,3,19,73,64
9,29,1,10,90,11
6,38,1,94,88,16
11,0,1,40,28,60
5,27,1,42,66,78
7,36,1,61,72,64
5,7,3,48,90,73
9,28,4,72,59,52
4,11,3,73,37,66
5,32,1,33,26,63
4,68,3,46,92,25
3,22,1,98,36,49
3,42,4,73,25,88
11,33,1,47,22,88
2,55,1,89,29,68
3,41,1,65,25,72
9,78,3,17,47,45
12,68,4,14,51,27
9,10,1,85,81,16
8,33,4,12,82,81
3,69,3,68,98,82
4,7,1,82,80,22
6,13,1,95,27,59
12,71,2,25,62,41
9,71,3,96,63,13
3,61,3,76,63,78
12,20,1,64,71,77
11,63,4,38,51,77
7,7,2,67,50,85
7,50,4,62,21,63
10,27,1,52,72,76
11,34,2,22,88,29
1,46,4,36,97,84
1,75,1,86,76,57
11,10,1,62,74,46
3,61,3,11,34,20
7,28,3,82,83,72
6,79,4,49,45,40
11,66,2,94,66,26
12,12,1,60,48,41
7,31,2,52,44,81
7,47,1,28,91,20
6,14,2,63,35,69
4,38,1,39,86,28
3,59,1,88,69,27
6,8,1,75,54,42
2,28,4,50,94,37
5,30,2,15,36,48
8,24,1,52,42,63
8,14,1,21,99,75
10,62,1,83,59,86
11,48,2,29,73,26
10,52,3,37,43,28
10,22,1,43,89,32
1,54,3,45,65,50
4,6,1,13,50,40
8,17,4,97,91,13
10,36,4,49,47,39
3,35,2,67,44,36
6,78,2,34,87,73
11,76,4,92,26,58
10,36,3,87,36,68
12,72,4,13,66,37
8,71,2,30,74,64
5,67,3,52,22,83
12,32,4,39,51,32
2,69,4,64,72,88
3,65,3,95,62,34
10,21,4,74,57,59
7,4,4,30,39,52
8,56,3,52,47,38
12,9,1,81,91,88
7,78,4,56,72,33
7,60,1,45,22,46
12,16,4,53,95,44
11,35,2,66,96,51
1,70,3,100,28,35
9,48,3,55,28,17
11,63,1,87,54,76
7,43,2,11,50,76
3,66,2,27,61,65
9,80,2,72,99,57
7,45,4,68,53,70
9,79,2,16,67,62
4,26,4,22,73,70
1,50,1,88,77,23
10,37,1,41,72,54
12,79,3,25,74,49
11,24,4,37,97,27
8,6,4,59,52,87
11,11,2,63,100,80
7,77,2,22,51,29
2,29,4,80,84,24
3,32,1,16,30,46
8,59,4,51,34,19
8,67,4,34,87,67
11,67,1,99,70,89
1,53,3,17,100,84
1,52,4,78,37,30
3,21,2,95,29,30
9,24,1,76,96,85
7,17,3,31,94,60
1,15,1,20,98,23
5,78,2,83,51,41
4,73,4,98,82,59
7,37,3,61,42,27
1,52,2,88,89,55
2,20,2,34,68,15
11,41,2,25,85,11
11,3,1,81,84,54
5,19,2,71,34,28
3,20,2,71,43,60
9,0,3,84,78,15
11,22,1,45,34,14
5,78,1,65,76,18
8,32,3,46,23,17
12,61,2,21,75,87
7,26,2,92,34,69
7,55,4,85,90,62
1,20,4,78,23,52
9,71,4,40,59,31
5,74,1,27,97,55
9,64,1,78,94,15
5,10,4,95,53,90
11,33,2,60,28,25
12,41,3,70,25,58
8,35,3,90,82,47
4,58,2,38,31,70
2,80,1,34,35,62
6,45,3,91,56,20
6,27,3,90,35,47
7,79,4,37,27,70
11,8,2,57,65,49
9,14,4,80,98,48
9,32,1,65,23,35
12,0,1,47,57,54
11,24,4,67,83,41
5,43,2,37,99,83
1,16,1,13,61,39
9,40,2,19,22,38
8,23,3,68,31,19
7,61,3,64,40,72
12,5,2,15,31,29
8,0,4,49,82,65
1,68,2,61,44,34
8,55,2,47,26,43
4,3,3,33,74,33
2,41,3,70,92,56
11,59,3,83,77,38
